die;Milch
die;Kartoffel
die;Orange
die;Suppe
die;Tomate
die;Wurst
die;Zitrone
die;Zwiebel
die;Sahne
die;Schokolade
die;Butter
das;Brot
das;Brötchen
das;Ei
das;Fleisch
das;Obst
das;Frühstück
der;Apfel
der;Braten
der;Fisch
der;Käse
der;Kuchen
der;Reis
der;Salat
der;Schinken
der;Tee
der;Durst
der;Hunger
der;Kühlshrank
